-0.305671828134343,0.552800926400486,1.78456602616918,-4.49646265871858,7.4812450329945,-0.7,0.15,-0.70000000066733,0.149999999577145
-0.229164598125299,0.583168711142093,1.61597529412585,-4.15902398681422,7.06481006833211,-0.6,0.15,-0.599999999497824,0.149999999475445
-0.152706558557526,0.609152158227578,1.45856601079301,-3.83292147052945,6.65704326900847,-0.5,0.15,-0.49999999786549,0.149999999433269
-0.0728958556296844,0.628541048464799,1.33070941410162,-3.56113773851434,6.31388367635085,-0.4,0.15,-0.399999999822948,0.149999999228195
-0.00443548758756948,0.654378365500569,1.14120639845826,-3.14842364016015,5.7880343962432,-0.3,0.15,-0.299999999472141,0.150000000336266
0.0676819558418107,0.673362015733364,0.981775689257952,-2.7933568633266,5.33187964561627,-0.2,0.15,-0.200000001879217,0.150000000967988
0.0628870880995444,0.719023860739682,0.424803211617563,-1.51308162567622,3.66803879307567,-0.0999999999999999,0.15,-0.100000000106898,0.150000000752156
-0.0271670692731536,0.71932928282576,-0.536345457266467,0.738536588943463,0.723910386596082,1.11022302462516e-16,0.15,9.81526249166365e-10,0.150000000704887
0.0263664432573901,0.703835182232497,-0.78195115144277,1.30099021638998,-0.00438973484977755,0.1,0.15,0.099999999834602,0.149999999021173
0.0442714505063997,0.658574418645788,-1.24886920954761,2.33232133431257,-1.31964139374236,0.2,0.15,0.199999999620676,0.14999999650196
0.114161148446332,0.635000742706611,-1.436837309841,2.728495525221,-1.81465552426188,0.3,0.15,0.299999999699983,0.149999997510605
0.191888966917323,0.614532200292343,-1.58440227441807,3.02994946864726,-2.1860514789319,0.4,0.15,0.399999999595587,0.149999998908739
0.269354207517634,0.59069702375145,-1.74316542542056,3.34361815973958,-2.56654807700828,0.5,0.15,0.499999999833378,0.149999997981534
0.345370696274342,0.561117568846777,-1.92560758828044,3.6886756434671,-2.97642385078554,0.6,0.15,0.600000000039028,0.149999998940205
0.419976541581446,0.523665418138157,-2.13927256241629,4.0688404777197,-3.41425167172469,0.7,0.15,0.700000000125643,0.149999999600471
